City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
429,alta floresta,-9.8756,-56.0861,21.9,98,100,1.43,BR,1676516546
430,nikki,9.9401,3.2108,19.6,19,15,2.4,BJ,1676516547
431,domoni,-12.2569,44.5319,25.81,81,83,2.54,KM,1676516547
432,aksu,41.1231,80.2644,0.41,50,83,0.43,CN,1676516548
433,pavlogradka,54.2024,73.5592,-26.17,100,73,2.16,RU,1676516548
434,port hardy,50.6996,-127.4199,4.1,87,100,10.8,CA,1676516453
435,tura,25.5198,90.2201,22.72,29,0,0.85,IN,1676516357
436,almonte,37.2647,-6.5167,11.98,70,98,2.94,ES,1676516549
437,santa isabel do rio negro,-0.4139,-65.0192,23.52,95,100,0.46,BR,1676516550
438,mildura,-34.2,142.15,38.37,26,0,6.28,AU,1676516550
439,lata,40.1629,-8.3327,6.07,80,5,1.67,PT,1676516551
440,madimba,-10.4,40.3333,25.96,78,85,2.27,TZ,1676516551
441,adamovka,51.5223,59.9396,-9.18,96,100,3.2,RU,1676516551
442,lavrentiya,65.5833,-171.0,-29.95,93,11,2.11,RU,1676516552
443,aklavik,68.2191,-135.0107,-33.99,99,20,0.22,CA,1676516552
444,arlit,18.7369,7.3853,14.63,18,100,2.86,NE,1676516553
445,campbell river,50.0163,-125.2446,4.69,100,100,5.14,CA,1676516439
446,el alto,-4.2714,-81.2147,24.81,80,100,2.44,PE,1676516554
447,nipawin,53.3668,-104.0009,-18.98,71,0,3.09,CA,1676516477
448,saint-gaudens,43.0833,0.6667,5.89,57,96,2.32,FR,1676516554
449,moroni,-11.7022,43.2551,25.57,78,61,1.59,KM,1676516555
450,luba,3.4568,8.5547,24.94,81,83,3.27,GQ,1676516555
451,dukat,62.55,155.55,-28.93,96,100,2.67,RU,1676516556
452,margate,51.3813,1.3862,9.27,88,100,1.34,GB,1676516556
453,nortelandia,-14.4547,-56.8028,23.5,92,100,1.69,BR,1676516556
454,sonoita,31.85,-112.8333,8.61,23,0,3.39,MX,1676516557
455,ahuimanu,21.4447,-157.8378,24.23,80,100,3.09,US,1676516559
456,olavarria,-36.8927,-60.3225,15.46,61,58,5.81,AR,1676516559
457,oktyabrskoye,43.0645,44.7417,-4.92,92,100,2.0,RU,1676516560
458,saint anthony,45.0205,-93.218,-5.22,79,20,6.17,US,1676516442
459,fukue,32.6881,128.8419,9.2,57,20,5.14,JP,1676516332
460,farmington,36.7281,-108.2187,-7.62,79,40,5.14,US,1676516376
461,belmonte,-15.8631,-38.8828,25.61,84,64,3.61,BR,1676516560
462,angoche,-16.2325,39.9086,24.05,86,100,2.83,MZ,1676516540
463,troutdale,45.5393,-122.3873,4.37,81,0,0.89,US,1676516561
464,iquitos,-3.7481,-73.2472,25.02,88,100,1.54,PE,1676516271
465,albuquerque,35.0845,-106.6511,-1.06,51,47,1.34,US,1676516403
466,areka,7.0667,37.7,15.77,48,51,1.82,ET,1676516562
467,havre-saint-pierre,50.2334,-63.5986,-2.0,93,75,5.14,CA,1676516562
468,male,4.1748,73.5089,26.97,74,20,5.66,MV,1676516563
469,ventspils,57.3894,21.5606,2.96,93,100,2.57,LV,1676516179
470,lodja,-3.4833,23.4333,21.03,99,100,0.68,CD,1676516563
471,tervel,43.75,27.4,-0.95,71,6,0.54,BG,1676516564
472,damme,52.5167,8.2,5.68,79,63,1.34,DE,1676516564
473,beni suef,29.0731,31.0979,8.75,69,16,1.63,EG,1676516565
474,egvekinot,66.3167,-179.1667,-29.6,87,11,2.97,RU,1676516565
475,tuscaloosa,33.2098,-87.5692,20.88,84,100,3.09,US,1676516565
476,la rioja,42.25,-2.5,-4.12,72,59,2.41,ES,1676516566
477,livingston,55.9029,-3.5226,7.11,86,0,2.06,GB,1676516566
478,san patricio,28.017,-97.5169,23.05,92,98,6.18,US,1676516212
479,ube,33.9431,131.2511,8.46,49,20,4.12,JP,1676516567
480,gunjur,13.2019,-16.7339,20.0,75,53,6.16,GM,1676516567
481,vanimo,-2.6741,141.3028,27.0,80,96,0.69,PG,1676516567
482,yar-sale,66.8333,70.8333,-11.08,85,100,8.98,RU,1676516568
483,lazaro cardenas,17.9583,-102.2,23.01,74,0,2.57,MX,1676516568
484,namibe,-15.1961,12.1522,22.66,80,95,1.86,AO,1676516569
485,norman wells,65.282,-126.8329,-26.98,76,75,1.03,CA,1676516569
486,aizawl,23.7333,92.7167,11.89,67,0,2.06,IN,1676516569
487,lalibela,12.0333,39.0333,13.86,57,70,1.09,ET,1676516570
488,isnos,1.9356,-76.2406,14.68,97,89,1.57,CO,1676516570
489,tambovka,50.0969,128.0489,-14.69,88,100,1.16,RU,1676516571
490,zaranj,30.9667,61.8833,8.98,21,100,5.22,AF,1676516561
491,halifax,44.6453,-63.5724,4.14,91,64,6.69,CA,1676516420
492,cabra,37.4725,-4.4421,10.53,73,95,0.6,ES,1676516567
493,sioux lookout,50.1001,-91.917,-15.96,66,40,2.06,CA,1676516572
494,challapata,-18.9,-66.7667,11.03,69,100,0.51,BO,1676516572
495,nicoya,10.1483,-85.452,24.69,69,4,3.86,CR,1676516572
496,scarborough,54.2797,-0.4044,6.76,83,100,0.45,GB,1676516331
497,vallenar,-28.5708,-70.7581,20.69,62,0,1.52,CL,1676516573
498,mogapi,-22.323,27.8349,19.83,92,100,4.05,BW,1676516573
499,otane,-39.8833,176.6333,17.23,88,99,4.75,NZ,1676516573
500,abancay,-13.6339,-72.8814,13.91,93,92,1.21,PE,1676516454
501,cortez,37.3489,-108.5859,-10.72,93,89,2.66,US,1676516421
502,vardo,70.3705,31.1107,-1.01,86,100,11.32,NO,1676516574
503,tessalit,20.1986,1.0114,17.63,20,100,7.33,ML,1676516542
504,ghanzi,-21.5667,21.7833,19.67,90,100,3.65,BW,1676516575
505,namatanai,-3.6667,152.4333,30.2,64,96,2.18,PG,1676516575
506,lugo,43.0,-7.5,5.43,88,100,0.45,ES,1676516575
507,guerrero negro,27.9769,-114.0611,13.95,52,100,5.32,MX,1676516341
508,karratha,-20.7377,116.8463,39.19,19,12,1.43,AU,1676516576
509,bollnas,61.3482,16.3946,3.16,97,100,4.04,SE,1676516577
510,manapparai,10.6,78.4167,23.48,71,9,1.69,IN,1676516577
511,belaya gora,68.5333,146.4167,-34.98,96,95,1.42,RU,1676516577
512,kargil,34.5667,76.1,-15.4,86,95,0.97,IN,1676516578
513,ahipara,-35.1667,173.1667,20.59,77,29,3.84,NZ,1676516368
514,porto de moz,-1.7483,-52.2383,24.17,91,100,1.69,BR,1676516579
515,abnub,27.2696,31.1511,7.12,63,6,3.43,EG,1676516579
516,kisangani,0.5167,25.2,20.55,52,100,1.0,CD,1676516579
517,vila velha,-20.3297,-40.2925,26.97,83,20,4.12,BR,1676516554
518,prokudskoye,55.0089,82.4574,-25.07,76,90,2.0,RU,1676516580
519,andenes,69.3143,16.1194,4.99,75,100,6.69,NO,1676516580
520,buenos aires,-34.6132,-58.3772,27.1,52,0,1.54,AR,1676516311
521,moron,-34.6534,-58.6198,27.1,50,24,2.95,AR,1676516581
522,sabha,27.0377,14.4283,7.66,65,54,4.91,LY,1676516581
523,devarkonda,16.7,78.9333,23.07,22,0,1.42,IN,1676516582
524,oussouye,12.485,-16.5469,21.53,66,93,3.36,SN,1676516582
525,insch,57.3427,-2.6132,5.12,94,87,1.06,GB,1676516583
526,ixtapa,20.7,-105.2,16.68,85,1,1.06,MX,1676516583
527,flinders,-34.5833,150.8552,29.54,61,85,2.24,AU,1676516304
528,ronneby,56.21,15.276,1.28,100,100,2.06,SE,1676516584
529,kalmunai,7.4167,81.8167,24.4,71,85,2.18,LK,1676516584
530,kokologo,12.1897,-1.8856,23.92,18,1,6.4,BF,1676516584
531,houma,29.5958,-90.7195,22.22,93,75,5.14,US,1676516412
532,panara,22.0667,78.55,21.57,24,0,1.86,IN,1676516585
533,kirakira,-10.4544,161.9205,30.01,73,100,2.36,SB,1676516586
534,freetown,8.484,-13.2299,26.84,74,75,3.09,SL,1676516415
535,mangan,27.5167,88.5333,19.61,31,100,1.14,IN,1676516586
536,majene,-3.5403,118.9707,29.04,67,100,3.0,ID,1676516587
537,baykit,61.67,96.37,-20.96,100,100,0.76,RU,1676516587
538,meulaboh,4.1363,96.1285,27.07,76,98,1.47,ID,1676516588
539,lujan,-34.5703,-59.105,24.97,71,34,0.45,AR,1676516588
540,waipawa,-41.4122,175.5153,12.56,90,100,7.05,NZ,1676516589
541,alice springs,-23.7,133.8833,35.75,8,0,1.54,AU,1676516589
542,norden,53.6,7.2,4.99,97,48,5.46,DE,1676516590
543,nizhniy ingash,56.2,96.53,-19.33,99,100,0.99,RU,1676516590
544,yamada,39.4667,141.95,1.24,50,45,1.67,JP,1676516542
545,port moresby,-9.4431,147.1797,30.68,70,40,3.09,PG,1676516591
546,awbari,26.5921,12.7805,7.23,65,67,3.53,LY,1676516591
547,sambava,-14.2667,50.1667,23.4,91,15,2.17,MG,1676516576
548,ouadda,8.0777,22.4007,18.57,23,14,3.68,CF,1676516592
549,ihosy,-22.4,46.1167,19.24,92,100,2.45,MG,1676516593
550,port-cartier,50.0334,-66.8654,-2.88,97,100,3.11,CA,1676516528
551,nouadhibou,20.931,-17.0347,16.99,77,0,11.32,MR,1676516593
552,talcahuano,-36.7167,-73.1167,15.82,67,0,7.72,CL,1676516594
553,bereda,43.2686,-7.5406,5.79,93,100,0.68,ES,1676516594
554,mitsamiouli,-11.3847,43.2844,26.86,76,46,3.88,KM,1676516594
555,itaberai,-16.0203,-49.8103,20.93,83,100,1.13,BR,1676516595
556,springbok,-29.6643,17.8865,12.07,92,37,1.02,ZA,1676516595
557,sibolga,1.7427,98.7792,29.15,58,69,0.77,ID,1676516596
558,sept-iles,50.2001,-66.3821,-2.71,96,100,3.6,CA,1676516596
559,alindao,5.0267,21.2088,21.95,31,100,2.05,CF,1676516597
560,dondo,-19.6094,34.7431,23.73,95,3,2.25,MZ,1676516597
561,bhainsdehi,21.6467,77.6325,21.8,23,0,1.44,IN,1676516598
562,uhlove,44.8215,33.6045,-1.1,75,98,4.34,UA,1676516598
563,haines junction,60.7522,-137.5108,-8.03,86,100,1.03,CA,1676516598
564,lekoni,-1.5843,14.2591,22.74,83,95,1.96,GA,1676516599
565,komsomolskiy,40.4272,71.7189,2.4,100,100,1.03,UZ,1676516386
